gene_locus	common_name
Z0261	Z0261
Z0831	fur
Z4205	xdhA
Z3453	ccmF
Z3439	yejF
Z3435	rtn
Z2783	ydjY
Z0690	sfmH
Z4550	ispB
Z3278	yehC
Z2931	flhE
Z5069	yicC
Z5766	psd
Z0721	hokF
Z0402	ECs0362
Z3240	yegK
Z0811	yleB
Z0486	aroM
Z0933	modA
Z0254	tssH
Z0990	uncharacterized
Z4868	nikA
Z3562	yfcE
Z4188	Z4188
Z1594	UNKNOWN
Z1614	terD_2
Z3349	ECs2981
Z1998	narX
Z0727	entF
Z1888	AIG68019.1
Z1889	AIG68020.1
Z0974	ECs0836
Z1355	Z1355
Z5115	espH
Z0326	Z0326
Z2937	cheB
Z2708	sufS
Z4256	ygfG
Z5524	yijC
Z1049	moeB
Z3008	yedO
Z3144	uncharacterized
Z2595	Z2595
Z1356	Z1356
Z0969	uncharacterized
Z1850	uncharacterized
Z0275	yncI
Z5877	leuX
Z5335	Z5335
Z2372	uncharacterized
Z5346	pldB
Z3378	yehX
Z2031	yciA
Z3269	Z3269
Z4058	cysC
Z2124	Z2124
Z3085	Z3085
Z4295	yggR
Z3561	yfcD
Z5447	rhaA
Z1825	Z1825
Z3664	ECs3276
Z4090	ECs3634
Z2327	ynbE
Z5328	xerC
Z2334	ECs1998
Z1313	helD
Z3653	fryB
Z1722	rne
Z2374	ECs2743
Z1466	ECs1207
Z2941	cheW
Z2204	Z2204
Z4169	yqeK
Z5876	yjgB
Z5995	trpR
Z4273	Z4273
Z0970	Z0970
Z1995	ychP
Z2037	exoO
Z5105	espB
Z3937	ECs3506
Z1955	IdcA
Z0769	cspE
Z0053	kefC
Z1071	Z1071
Z2666	Z2666
Z1067	deoR
Z1391	hyaC
Z1991	chaA
Z3975	nrdH
Z1103	ybjT
Z2205	Z2205
Z2920	yecD
Z2175	AIG68298.1
Z2431	ECs1917
Z0747	ybdO
Z5960	yjjA
Z5983	deoC
Z2236	fdnG
Z3128	Z3128
Z5475	uncharacterized
Z5705	phnF
Z2054	Z2054
Z5012	selA
Z4368	yqhG
Z0150	htrE
Z1895	Z1895
Z2092	Z2092
Z0961	Z0961
Z0568	ybaA
Z2123	AIG67473.1
Z0567	ffs
Z3372	Z3372
Z0773	lipA
Z5675	nrfG
Z0287	yafL
Z1433	uncharacterized
Z3675	yfeH
Z3594	yfcN
Z1050	moeA
Z2526	yciM
Z2206	Z2206
Z3047	dgcQ
Z5943	uncharacterized
Z6072	Z6072
Z0258	ECs0227
Z2024	yciU
Z0229	yafB
Z2399	ECs1942
Z3034	fliL
Z2233	yddM
Z0104	ftsA
Z0469	ECs0424
Z1816	uncharacterized
Z0292	dinP
Z0392	Z0392
Z3576	dedD
Z1883	AIG68014.1
Z1964	Z1964
Z2774	ves
Z5572	hemE
Z4178	Z4178
Z1666	ycdW
Z1792	UNKNOWN
Z1794	ECs1962
Z3860	yfiE
Z1495	ECs1242
Z1333	ECs1069
Z5225	Z5225
Z0147	yadK
Z0431	uncharacterized
Z2452	tpx
Z3067	yodB
Z5356	yigP
Z4541	ftsJ
Z4472	yhaB
Z0643	ybbL
Z3748	hyfH
Z3473	ompC
Z2215	gadB
Z4042	Z4042
Z0330	uncharacterized
Z4663	yhdN
Z5010	yiaY
Z1789	ECs1087
Z3213	cpsB
Z3232	asmA
Z2734	ydiE
Z4098	chpR
Z5704	phnG
Z5674	nrfF
Z1322	yccA
Z0119	nadC
Z0557	mdlA
Z3284	molR_B
Z3659	nupC
Z3921	ECs3488
Z2620	uidB
Z2935	cheZ
Z3908	yfjB
Z1915	AIG69160.1
Z5446	rhaD
Z2707	ynhA
Z1116	ybjZ
Z1718	flgI
Z0948	ECs0804
Z5873	yjgP
Z3538	nuoK
Z1346	uncharacterized
Z2094	Z2094
Z5959	mdoB
Z3461	napH
Z0744	ybdM
Z1273	ycbK
Z2758	ydjN
Z1885	AIG68016.1
Z5043	tdh
Z1754	mfd
Z1077	ybjC
Z2300	trg
Z2232	adhP
Z5941	yjiR
Z2377	ECs2746
Z3243	mdtA
Z3077	AIG69159.1
Z3642	ydfY
Z3649	Z3649
Z0482	proC
Z4567	ptsN
Z1415	torA
Z2384	uncharacterized
Z0510	Z0510
Z2829	yeaL
Z1946	umuD
Z1556	uncharacterized
Z3173	sbcB
Z1543	Z1543
Z0253	Z0253
Z2131	Z2131
Z4103	ygcY
Z2789	Z2789
Z4111	yqcD/queF
Z5861	yjgI
Z3743	hyfC
Z2849	Z2849
Z6006	lasT
Z2757	ydjM
Z3783	Z3783
Z5310	hisR
Z0388	Z0388
Z0093	ftsL
Z0457	yaiN
Z4985	ysaB
Z2784	ydjZ
Z3261	yegT
Z3042	dsrB
Z2011	hnr
Z4798	yhgN
Z5967	bglJ
Z4499	yraI
Z3618	Z3618
Z5438	fdhD
Z4934	yhjC
Z0084	leuL
Z0774	ybeF
Z2528	yciS
Z4360	uncharacterized
Z2828	yoaI
Z2461	ycjW
Z4333	Z4333
Z3283	molR_A
Z0362	uncharacterized
Z5994	slt
Z5832	ytfN
Z3599	yfcS
Z5738	pheU
Z2134	Z2134
Z5379	rrlA
Z5528	murI
Z0410	yahG
Z1806	uncharacterized
Z4558	yrbF
Z3363	AIG67556.1
Z3210	wzxC
Z2080	Z2080
Z4643	alaU
Z2146	ECs1122
Z3633	yfdE
Z2368	uncharacterized
Z5480	ftsN
Z4538	mrsA
Z4789	Z4789
Z3408	Z3408
Z5611	yjbB
Z5403	hemN
Z4715	yheU
Z5057	kdtA
Z5776	amiB
Z1891	Z1891
Z1678	ymdA
Z3723	yffH
Z0794	ybeR
Z2398	Z2398
Z3841	yfhH
Z4587	sspA
Z5091	Z5091
Z5991	nadR
Z0994	bioB
Z2876	htpX
Z3289	uncharacterized
Z3219	wcaE
Z5780	hflX
Z5999	rob
Z1531	Z1531
Z5323	cyaY
Z0117	hofB
Z1893	Z1893
Z3785	Z3785
Z4808	yhhX
Z3552	yfbR
Z1853	Z1853
Z1698	dinI
Z2912	ruvB
Z0716	ybdG
Z0989	nleH1-1
Z0474	yaiW
Z2936	cheY
Z2285	ydcN
Z2354	AIG67491.1
Z2896	ptrB
Z5968	fhuF
Z4450	yqjB
Z0339	Z0339
Z3399	sanA
Z0257	Z0257
Z1217	AIG67330.1
Z3038	fliP
Z0646	ybbO
Z3615	Z3615
Z5966	yjjQ
Z1856	uncharacterized
Z0547	hupB
Z5548	thrU
Z4975	yiaC
Z2913	ruvA
Z5699	phnL
Z4161	araE
Z1239	serS
Z5657	uvrA
Z0497	phoB
Z2833	yeaN
Z0046	caiT
Z3897	yfiR
Z3627	dsdX
Z5550	tyrU
Z3882	rrsG
Z0052	yabF/kefF
Z2155	ydfI
Z1102	ECs0954
Z1048	mipB
Z0822	nagD
Z1040	ybiR
Z0809	ybeZ
Z0177	glnD
Z4088	uncharacterized
Z1669	ycdZ
Z1414	torC
Z4430	ebgC
Z3913	smpB
Z3949	Z3949
Z1463	argO
Z3084	ECs2949
Z2569	ynfA
Z6067	uncharacterized
Z4271	ECs3803
Z0065	espY1
Z2093	Z2093
Z3151	cobT
Z4637	rrlD
Z0170	pfs/mtnN
Z2153	ydfJ
Z1287	ycbR
Z2135	Z2135
Z6054	Z6054
Z3002	uvrY
Z5358	tatA
Z3529	elaD
Z2408	racC
Z4662	yhdM
Z0309	Z0309
Z2521	Z2521
Z1770	Z1770
Z5485	uncharacterized
Z2234	fdnI
Z0337	Z0337
Z5345	yigK
Z4363	yqhC
Z4385	fepC_2
Z0075	yabJ
Z4951	yhjR
Z0245	uncharacterized
Z5009	Z5009
Z3377	yehW
Z1872	ybcN
Z4235	ygfY
Z3936	tra8_3
Z3570	hisQ
Z3220	wcaD
Z3016	fliT
Z0934	modB
Z0371	ECs0333
Z3757	bepA
Z0583	Z0583
Z3676	ypeB
Z3418	yeiJ
Z3069	uncharacterized
Z1752	ycfS
Z0484	aroL
Z1072	ECs0925
Z0661	gcl
Z0239	rnhA
Z2914	yebB
Z5035	gpsA
Z2319	Z2319
Z0112	yacF
Z3616	uncharacterized
Z3912	Z3912
Z5372	hemG
Z4034	AIG70052.1
Z1954	nhaP2
Z1468	AIG67583.1
Z3679	cysZ
Z0213	rrsH
Z1175	terD
Z1382	Z1382
Z1440	ssbW
Z2074	Z2074
Z4807	yhhW
Z5507	pflD
Z1358	ECs1542
Z1368	Z1368
Z2239	ompC
Z0592	hemH
Z4154	aas
Z0404	Z0404
Z5459	yiiP
Z1241	dmsB
Z5793	yjfC
Z1717	flgH
Z0151	ecpD
Z2241	uncharacterized
Z3360	ECs2992
Z2653	ydhA
Z2012	galU
Z1890	ECs1637
Z0203	yaeJ
Z4719	yhfK
Z5922	uxuR
Z4051	pcm
Z3464	napD
Z0971	Z0971
Z0420	yahK
Z0940	ybhH
Z2566	intP_1
Z1360	uncharacterized
Z1452	Z1452
Z2739	btuE
Z2985	ECs2639
Z4206	ygeT/xdhB
Z3153	cobU
Z4258	ECs3792
Z2089	Z2089
Z4438	ygjP
Z1942	ycgM
Z3281	mrp
Z2899	yebF
Z3845	pdxJ
Z4100	ygcA/rlmD
Z3631	evgA
Z2019	oppA
Z0483	yaiI
Z4171	ygeF
Z2874	Z2874
Z4393	ygiA
Z3089	ECs2954
Z2470	ycjQ
Z1321	yccK
Z1715	flgF
Z3135	uncharacterized
Z0950	Z0950
Z0331	uncharacterized
Z4540	hflB
Z5390	yihD
Z0165	hemL
Z3471	ada
Z2043	uncharacterized
Z2141	Z2141
Z3870	pssA
Z2247	narV
Z3480	Z3480
Z3753	focB
Z1271	mukB
Z0375	eaeH
Z1714	flgE
Z2369	Z2369
Z3507	yfaY
Z5440	frvR
Z3747	hyfG
Z4012	srlD
Z1536	ECs1278
Z0011	yaaW
Z3049	yedI
Z5081	gltS
Z0725	fes
Z3221	wcaC
Z3218	wcaF
Z2282	uncharacterized
Z5079	ECs4528
Z5147	nlpA
Z4707	slyD
Z1324	ECs1057
Z5316	hemY
Z0545	lon
Z4413	ygiP
Z0298	pepD
Z0726	ybdZ
Z4494	agaD
Z3280	yehE
Z2480	pspB
Z0653	ybbD
Z3687	cysA
Z1774	AIG67897.1
Z3779	yfgA
Z6000	creA
Z5491	AIG71410.1
Z5034	cysE
Z2682	ydhB
Z4766	yhgA
Z0515	ribD
Z2471	ycjP
Z1768	uncharacterized
Z0514	ybaD
Z3307	AIG69374.1
Z2900	yebG
Z2109	Z2109
Z2986	Z2986
Z4554	yrbB
Z3248	baeR
Z0978	ECs1646
Z5534	rrlB
Z3625	ECs3243
Z3006	yecS
Z2479	pspC
Z1677	csgC
Z1269	mukF
Z1079	rimK
Z2046	Z2046
Z4603	tldD
Z4346	hybE
Z2938	cheR
Z2158	ydfG
Z0111	yacG
Z0487	yaiE
Z4949	uncharacterized
Z3553	yfbS
Z3174	yeeD
Z1790	Z1790
Z0395	Z0395
Z2280	hicA
Z4842	yhhN
Z2971	Z2971
Z1779	Z1779
Z1148	ureG
Z2039	Z2039
Z0233	Z0233
Z0198	ldcC
Z3373	uncharacterized
Z4835	rpoH
Z3018	yedD
Z2484	pspF
Z4250	uncharacterized
Z3749	hyfI
Z5329	yigB
Z0935	modC
Z5846	cybC
Z0199	yaeR
Z5426	yihZ/dtd
Z5851	treR
Z3117	AIG67454.1
Z4627	acrF_2
Z1240	dmsA
Z3764	ppk
Z2344	ECs1121
Z6071	Z6071
Z3751	hyfR
Z2097	uncharacterized
Z0390	ECs0350
Z3871	yfiM
Z1852	ECs1595
Z1330	ECs1064
Z0481	yaiC
Z0310	Z0310
Z1932	ECs1664
Z2503	ECs1866
Z3452	dsbE
Z3833	yfhK/qseE
Z5431	yiiE
Z5664	yjcE
Z0998	uvrB
Z3598	ECs3219
Z5327	yigA
Z1392	hyaD
Z2868	cspC
Z5962	dnaT
Z4910	chuS
Z3898	yfiN
Z4180	Z4180
Z2086	ECs2214
Z3737	dapA
Z3470	alkB
Z0579	acrR
Z5456	cpxA
Z0241	dnaQ
Z1453	ECs1195
Z0219	rrlH
Z3152	cobS
Z2726	ydiQ
Z2591	asr
Z2501	Z2501
Z1390	hyaB
Z2529	pgpB
Z1542	ECs1282
Z4146	ptsP
Z2137	Z2137
Z2376	Z2376
Z0530	yajR
Z0389	uncharacterized
Z1524	ycdQ
Z2445	ECs1907
Z4500	yraJ
Z4332	UNKNOWN
Z1700	yceB
Z1523	ycdP
Z5695	phnP
Z0553	cof
Z2606	ydgB
Z3830	yfhA
Z1419	UNKNOWN
Z4611	yhdA
Z2272	Z2272
Z0920	pnuC
Z5939	yjiO
Z3864	ung
Z0734	fepB
Z4203	ECs3738
Z4978	yiaE/tkrA
Z5359	tatB
Z5785	yjeB
Z1943	ycgN
Z4905	arsC
Z5690	UNKNOWN
Z4915	chuX
Z2538	sohB
Z2676	ydhD
Z3416	nfo
Z2788	Z2788
Z5339	UNKNOWN
Z2836	UNKNOWN
Z5429	UNKNOWN
Z0548	ybaU
Z2104	ECs2191
Z5703	phnH
Z2315	acpD
Z2655	slyB
Z3971	ygaC
Z5454	kdgT
Z5508	pflC
Z1798	UNKNOWN
Z0965	Z0965
Z2138	UNKNOWN
Z2561	Z2561
Z1483	Z1483
Z4491	agaY
Z2462	ompG
Z0041	caiE
Z5627	yjbH
Z1530	Z1530
Z5134	escS
Z0176	dapD
Z0305	thrW
Z3476	rcsB
Z5723	yjdF
Z3786	pbpC
Z0649	ybbP
Z0133	yacK/cueO
Z4394	ygiB
Z0095	murE
Z1875	ECs1621
Z2101	UNKNOWN
Z4507	yraN
Z1501	UNKNOWN
Z0312	AIG66488.1
Z1104	ybjU
Z5642	lexA
Z2909	yebL
Z3264	yegW
Z2465	ycjU
Z0096	murF
Z1408	sfa
Z6070	ECs2276
Z0338	UNKNOWN
Z1528	ECs1272
Z4735	UNKNOWN
Z0892	Z0892
Z4127	ECs3670
Z2519	UNKNOWN
Z5444	Z5444
Z0403	yahA
Z2506	ECs1865
Z1833	ycfD
Z4156	lysA
Z0732	fepD
Z3722	Z3722
Z3998	csrA
Z4585	Z4585
Z0293	yafN
Z3104	UNKNOWN
Z4260	yggA
Z3328	ECs1544
Z1416	torD
Z5641	dgkA
Z0327	Z0327
Z5893	ECs5255
Z2721	aroD
Z0967	UNKNOWN
Z1087	Z1087
Z1803	AIG68472.1
Z3596	ECs3217
Z3621	UNKNOWN
Z0525	xseB
Z4274	yggD
Z0158	yadP
Z0369	Z0369
Z4323	UNKNOWN
Z1814	ECs1552
Z1397	appA
Z5357	yigR/ubiB
Z1420	uncharacterized
Z4579	yhcH
Z5727	yjdH/dcuS
Z1726	yceF
Z3037	fliO
Z4249	ygfA
Z1494	UNKNOWN
Z5370	yigZ
Z4748	yrfC
Z4372	plsC
Z5545	coaA
Z4002	recA
Z4048	UNKNOWN
Z4565	rpoN
Z3214	wcaI
Z1692	yceI
Z4575	yhcC
Z2790	UNKNOWN
Z0668	ybbY
Z2248	yddE
Z5786	vacB
Z5218	pstC
Z0498	phoR
Z4364	yqhD
Z0137	yadF
Z5574	nfi
Z3514	UNKNOWN
Z0691	sfmF
Z4062	ygbF
Z4913	chuT
Z6033	Z6033
Z1851	UNKNOWN
Z2990	Z2990
Z4871	nikD
Z1383	ECs1124
Z2765	celD
Z1750	ycfQ
Z5912	fimA
Z1553	UNKNOWN
Z4754	yrfH
Z0273	UNKNOWN
Z2078	ECs2225
Z0250	ECs0218
Z2432	ogt
Z5958	yjjN
Z2576	UNKNOWN
Z5928	yjiG
Z4149	mutH
Z4751	yrfE
Z3087	AIG68261.1
Z3417	yeiI
Z5109	escD
Z3374	AIG69443.1
Z5661	soxS
Z0639	Z0639
Z1804	AIG68471.1
Z3475	yojN
Z2323	ECs2006
Z0698	nfrA
Z2910	yebM
Z3065	Z3065
Z4395	ygiC
Z0267	ECs0236
Z1962	modD
Z4979	yiaF
Z5001	Z5001
Z3231	Z3231
Z2838	yoaG
Z5226	UNKNOWN
Z3938	UNKNOWN
Z4755	yrfI
Z1326	Z1326
Z1716	flgG
Z3610	vacJ
Z0843	kdpC
Z3861	yfiK
Z0057	Z0057
Z2720	ydiB
Z0696	envY
Z5831	ytfM
Z4083	UNKNOWN
Z3267	thiD
Z4362	yghB
Z6080	exoP
Z5400	yihA
Z0598	fsr
Z1926	Z1926
Z2710	ynhD
Z2891	holE
Z2328	ydbH
Z1508	UNKNOWN
Z2058	ECs1778
Z5112	tir
Z3855	rpoE
Z4625	acrE
Z1352	UNKNOWN
Z1785	UNKNOWN
Z4314	ECs3844
Z3287	yehI
Z0251	UNKNOWN
Z1449	ECs1187
Z5563	htrC
Z1288	UNKNOWN
Z0387	UNKNOWN
Z3032	fliJ
Z0260	Z0260
Z5853	mgtA
Z0268	ECs0237
Z5246	yieM
Z5007	yiaW
Z5291	trxA
Z3510	ais
Z2160	dcp
Z3294	yehP
Z1456	UNKNOWN
Z1331	UNKNOWN
Z0352	yagT
Z1107	ybjW
Z2887	Z2887
Z0654	UNKNOWN
Z5004	yiaU
Z0314	ECs0283
Z2177	yneJ
Z3005	yecC
Z0009	mog
Z1450	AIG67564.1
Z0105	ftsZ
Z2617	ydgA
Z0527	thiJ
Z4388	yqiA
Z2028	kch
Z5221	Z5221
Z1329	UNKNOWN
Z1527	ycdT
Z4211	ygeY
Z5818	fklB
Z4473	yhaC
Z1246	pflA
Z2729	ydiT
Z0006	yaaA
Z2143	AIG68267.1
Z5910	fimB
Z2446	ECs1906
Z3515	arnT
Z1006	ybhM
Z0479	phoA
Z1858	phoQ
Z4922	hdeA
Z3587	mnmC
Z2422	ydaL
Z1959	ycgR
Z5255	yieO
Z2121	UNKNOWN
Z3367	UNKNOWN
Z0012	htgA
Z0115	UNKNOWN
Z0218	alaV
Z0226	rrfH
Z0365	UNKNOWN
Z0366	UNKNOWN
Z0379	UNKNOWN
Z0848	UNKNOWN
Z0849	ybfB
Z0854	UNKNOWN
Z1120	UNKNOWN
Z1122	UNKNOWN
Z1123	UNKNOWN
Z1124	UNKNOWN
Z1125	UNKNOWN
Z1126	UNKNOWN
Z1127	UNKNOWN
Z1128	UNKNOWN
Z1129	UNKNOWN
Z1130	UNKNOWN
Z1131	UNKNOWN
Z1132	UNKNOWN
Z1133	UNKNOWN
Z1134	UNKNOWN
Z1135	UNKNOWN
Z1136	UNKNOWN
Z1137	UNKNOWN
Z1138	UNKNOWN
Z1139	UNKNOWN
Z1140	UNKNOWN
Z1141	UNKNOWN
Z1142	ureD
Z1143	ureA
Z1144	ureB
Z1145	ureC
Z1146	ureE
Z1147	ureF
Z1149	UNKNOWN
Z1150	UNKNOWN
Z1151	UNKNOWN
Z1152	UNKNOWN
Z1154	UNKNOWN
Z1156	UNKNOWN
Z1157	UNKNOWN
Z1158	UNKNOWN
Z1159	UNKNOWN
Z1160	UNKNOWN
Z1163	UNKNOWN
Z1164	terW
Z1165	UNKNOWN
Z1167	UNKNOWN
Z1168	UNKNOWN
Z1169	UNKNOWN
Z1171	terZ
Z1172	terA
Z1173	terB
Z1179	UNKNOWN
Z1180	UNKNOWN
Z1181	UNKNOWN
Z1182	UNKNOWN
Z1183	UNKNOWN
Z1184	UNKNOWN
Z1185	UNKNOWN
Z1186	UNKNOWN
Z1187	UNKNOWN
Z1188	UNKNOWN
Z1189	UNKNOWN
Z1191	UNKNOWN
Z1192	UNKNOWN
Z1194	UNKNOWN
Z1195	UNKNOWN
Z1196	UNKNOWN
Z1197	UNKNOWN
Z1198	UNKNOWN
Z1199	UNKNOWN
Z1200	UNKNOWN
Z1202	UNKNOWN
Z1204	UNKNOWN
Z1206	UNKNOWN
Z1211	UNKNOWN
Z1212	UNKNOWN
Z1213	UNKNOWN
Z1215	UNKNOWN
Z1216	UNKNOWN
Z1221	AIG67306.1
Z1222	UNKNOWN
Z1223	UNKNOWN
Z1225	AIG67340.1
Z1226	UNKNOWN
Z1350	UNKNOWN
Z1351	UNKNOWN
Z1353	UNKNOWN
Z1354	UNKNOWN
Z1361	UNKNOWN
Z1362	UNKNOWN
Z1366	UNKNOWN
Z1367	AIG68187.1
Z1372	AIG68660.1
Z1373	UNKNOWN
Z1374	UNKNOWN
Z1376	UNKNOWN
Z1443	UNKNOWN
Z1444	AIG67559.1
Z1445	UNKNOWN
Z1446	AIG67560.1
Z1471	UNKNOWN
Z1559	AIG67219.1
Z1561	UNKNOWN
Z1562	AIG67221.1
Z1563	UNKNOWN
Z1564	UNKNOWN
Z1565	AIG67223.1
Z1566	UNKNOWN
Z1567	UNKNOWN
Z1568	UNKNOWN
Z1569	AIG67227.1
Z1570	ECs3492
Z1571	UNKNOWN
Z1572	AIG67233.1
Z1573	AIG67234.1
Z1574	AIG67235.1
Z1575	UNKNOWN
Z1576	UNKNOWN
Z1577	UNKNOWN
Z1578	AIG67236.1
Z1579	AIG67237.1
Z1580	UNKNOWN
Z1582	ureA_2
Z1583	ureB_2
Z1584	ureC_2
Z1585	ureE_2
Z1586	ureF_2
Z1587	ureG_2
Z1588	AIG67247.1
Z1589	AIG67248.1
Z1590	AIG67249.1
Z1593	UNKNOWN
Z1595	UNKNOWN
Z1596	UNKNOWN
Z1597	AIG67257.1
Z1598	AIG67258.1
Z1599	AIG67259.1
Z1600	AIG67260.1
Z1601	AIG67261.1
Z1602	AIG67262.1
Z1603	terW_2
Z1604	UNKNOWN
Z1605	AIG67266.1
Z1606	AIG67267.1
Z1607	UNKNOWN
Z1608	UNKNOWN
Z1609	AIG67271.1
Z1610	terZ_2
Z1616	terF_2
Z1617	AIG67280.1
Z1618	UNKNOWN
Z1619	UNKNOWN
Z1620	UNKNOWN
Z1621	UNKNOWN
Z1622	UNKNOWN
Z1623	UNKNOWN
Z1624	UNKNOWN
Z1625	UNKNOWN
Z1626	UNKNOWN
Z1627	UNKNOWN
Z1628	UNKNOWN
Z1633	AIG67299.1
Z1634	AIG67301.1
Z1635	UNKNOWN
Z1636	UNKNOWN
Z1638	UNKNOWN
Z1639	UNKNOWN
Z1640	AIG67308.1
Z1641	AIG67309.1
Z1643	AIG67312.1
Z1644	AIG67313.1
Z1645	UNKNOWN
Z1646	UNKNOWN
Z1649	AIG67319.1
Z1650	AIG67320.1
Z1651	ECs1396
Z1652	UNKNOWN
Z1653	Z1213
Z1654	AIG67326.1
Z1655	UNKNOWN
Z1656	AIG67329.1
Z1657	UNKNOWN
Z1658	AIG67334.1
Z1661	UNKNOWN
Z1662	AIG67339.1
Z1663	UNKNOWN
Z1664	AIG67341.1
Z1836	UNKNOWN
Z1855	UNKNOWN
Z1903	UNKNOWN
Z1905	UNKNOWN
Z1906	UNKNOWN
Z1910	ECs1550
Z1919	AIG68035.1
Z1928	UNKNOWN
Z1933	UNKNOWN
Z2006	tyrV
Z2007	tyrT
Z2068	UNKNOWN
Z2070	AIG67918.1
Z2072	UNKNOWN
Z2079	UNKNOWN
Z2110	UNKNOWN
Z2112	UNKNOWN
Z2113	UNKNOWN
Z2114	UNKNOWN
Z2115	UNKNOWN
Z2116	UNKNOWN
Z2117	UNKNOWN
Z2132	UNKNOWN
Z2202	UNKNOWN
Z2343	UNKNOWN
Z2346	UNKNOWN
Z2350	UNKNOWN
Z2356	AIG67489.1
Z2359	AIG67486.1
Z2363	AIG67482.1
Z2375	UNKNOWN
Z2429	UNKNOWN
Z2507	UNKNOWN
Z3083	AIG68265.1
Z3093	UNKNOWN
Z3097	UNKNOWN
Z3098	Z3098
Z3099	ECs2963
Z3100	UNKNOWN
Z3101	UNKNOWN
Z3103	antU
Z3105	UNKNOWN
Z3112	UNKNOWN
Z3113	UNKNOWN
Z3136	UNKNOWN
Z3154	UNKNOWN
Z3155	UNKNOWN
Z3297	AIG69364.1
Z3316	UNKNOWN
Z3320	UNKNOWN
Z3326	UNKNOWN
Z3329	UNKNOWN
Z3333	UNKNOWN
Z3334	UNKNOWN
Z3335	UNKNOWN
Z3337	antV
Z3340	UNKNOWN
Z3341	ECs2970
Z3343	stx1B
Z3344	stx1A
Z3346	Z3346
Z3347	UNKNOWN
Z3348	ECs2979
Z3351	UNKNOWN
Z3353	UNKNOWN
Z3354	AIG67566.1
Z3516	UNKNOWN
Z3518	UNKNOWN
Z3874	rrfG
Z3923	UNKNOWN
Z3924	UNKNOWN
Z3934	ECs3503
Z3962	UNKNOWN
Z4320	UNKNOWN
Z4335	UNKNOWN
Z4336	UNKNOWN
Z4502	UNKNOWN
Z4503	UNKNOWN
Z4636	rrfD
Z4999	UNKNOWN
Z5015	yibA
Z5096	UNKNOWN
Z5097	UNKNOWN
Z5259	rrsC
Z5271	rrfC
Z5377	ileT
Z5386	rrfA
Z5541	rrfB
Z5596	rrfE
Z5693	UNKNOWN
Z5878	UNKNOWN
Z5879	AIG67465.1
Z5880	UNKNOWN
Z5881	UNKNOWN
Z5882	UNKNOWN
Z5883	UNKNOWN
Z5884	UNKNOWN
Z5885	Z5885
Z5886	UNKNOWN
Z5887	UNKNOWN
Z5888	Z5888
Z5889	UNKNOWN
Z6014	AIG67232.1
Z6015	AIG67477.1
Z6035	AIG68646.1
Z6036	ECs2242
Z6038	UNKNOWN
Z6039	AIG68188.1
Z6040	UNKNOWN
Z6041	UNKNOWN
Z6042	UNKNOWN
Z6043	UNKNOWN
Z6044	AIG67929.1
Z6045	AIG68669.1
Z6047	UNKNOWN
Z6048	UNKNOWN
Z6049	AIG68179.1
Z6050	antP
Z6051	AIG68176.1
Z6053	UNKNOWN
Z6055	AIG68681.1
Z6058	UNKNOWN
Z6059	UNKNOWN
Z6060	Z6060
