rplW	6.011158357
rplB	6.004577256
rpsC	5.006046358
rplO	4.525726653
rpsF	4.337633295
rpsP	4.224719491
citX	4.224194614
rimM	4.195687248
rpsA	3.883043062
rplK	3.866438645
rplA	3.769460994
rpsN	3.578682373
pheS	3.434279666
rpmE	3.377745968
tig	3.07054536
nikD	3.037432828
entE	2.965650196
recD	2.788755496
pyrH	2.714402847
rpmA	2.549534087
infA	2.543823028
degP	2.48037126
dnaE	2.338645537
rplU	2.191056311
nrdB	2.143162283
lpxB	1.969998703
pbpG	1.256665743
ptsN	1.113031602
cyaA	1.048646708
rfaD	1.000599881
clpX	0.914668611
rne	0.874323945
hslO	0.74091442
recA	0.733179045
metQ	0.707012522
fliM	0.480692054
lpxC	0.262246252
ndk	0.210826343
frr	0.133231549
thiE	0.042907476
moaD	0.003865178
clpP	-0.006992761
rpoE	-0.139002368
deoD	-0.139340799
gcvR	-0.226898813
glnQ	-0.384411734
eutA	-0.403824732
tpx	-0.429388244
mhpB	-0.608572537
fabR	-0.689205848
dnaK	-0.711097654
ampC	-0.7877318
fliG	-1.083854485
fadR	-1.106071883
grxA	-1.474371535
cadB	-1.77948422
gutQ	-2.117730795
clpA	-2.639159024
fadL	-2.939462656
ansB	-3.437680254
aspA	-4.494824307
yecI	-5.38
sdhB	-5.479550857
sdhA	-5.807571717
sdhC	-5.856321939
tnaA	-7.527879548
